statename,districtname,crop,cropyear,season,area,production,statenorm,districtnorm,yieldcalc
Gujarat,VADODARA,Jowar,2010,Kharif,1600.0,1700.0,gujarat,vadodara,1.0625
Gujarat,VADODARA,Maize,2010,Kharif,43300.0,85500.0,gujarat,vadodara,1.9745958429561201
Gujarat,VADODARA,Moong(Green Gram),2010,Kharif,1600.0,700.0,gujarat,vadodara,0.4375
Gujarat,VADODARA,Moth,2010,Kharif,400.0,200.0,gujarat,vadodara,0.5
Gujarat,VADODARA,Other Kharif pulses,2010,Kharif,200.0,100.0,gujarat,vadodara,0.5
Gujarat,VADODARA,Rice,2010,Kharif,55100.0,68100.0,gujarat,vadodara,1.2359346642468239
Gujarat,VADODARA,Sesamum,2010,Kharif,2700.0,1100.0,gujarat,vadodara,0.4074074074074074
Gujarat,VADODARA,Soyabean,2010,Kharif,10100.0,8000.0,gujarat,vadodara,0.7920792079207921
Gujarat,VADODARA,Tobacco,2010,Kharif,16400.0,26700.0,gujarat,vadodara,1.6280487804878048
Gujarat,VADODARA,Urad,2010,Kharif,12300.0,11500.0,gujarat,vadodara,0.9349593495934959
Gujarat,VADODARA,Gram,2010,Rabi,1500.0,2000.0,gujarat,vadodara,1.3333333333333333
Gujarat,VADODARA,Jowar,2010,Rabi,3900.0,3900.0,gujarat,vadodara,1.0
Gujarat,VADODARA,Maize,2010,Rabi,63900.0,131800.0,gujarat,vadodara,2.0625978090766823
Gujarat,VADODARA,Rapeseed &Mustard,2010,Rabi,300.0,500.0,gujarat,vadodara,1.6666666666666667
Gujarat,VADODARA,Wheat,2010,Rabi,47500.0,132600.0,gujarat,vadodara,2.791578947368421
Gujarat,VADODARA,Bajra,2010,Summer,11300.0,23900.0,gujarat,vadodara,2.1150442477876106
Gujarat,VADODARA,Groundnut,2010,Summer,38000.0,58400.0,gujarat,vadodara,1.5368421052631578
Gujarat,VADODARA,Maize,2010,Summer,17100.0,34000.0,gujarat,vadodara,1.9883040935672514
Gujarat,VADODARA,Moong(Green Gram),2010,Summer,4100.0,2300.0,gujarat,vadodara,0.5609756097560976
Gujarat,VADODARA,Urad,2010,Summer,3200.0,2100.0,gujarat,vadodara,0.65625
Gujarat,VADODARA,Banana,2010,Whole Year,1500.0,97200.0,gujarat,vadodara,64.8
Gujarat,VADODARA,Dry chillies,2010,Whole Year,600.0,500.0,gujarat,vadodara,0.8333333333333334
Gujarat,VADODARA,Guar seed,2010,Whole Year,300.0,200.0,gujarat,vadodara,0.6666666666666666
Gujarat,VADODARA,Onion,2010,Whole Year,300.0,8800.0,gujarat,vadodara,29.333333333333332
Gujarat,VADODARA,Potato,2010,Whole Year,300.0,6500.0,gujarat,vadodara,21.666666666666668
Gujarat,VADODARA,Sugarcane,2010,Whole Year,7700.0,470000.0,gujarat,vadodara,61.03896103896104
Gujarat,VALSAD,Arhar/Tur,2010,Kharif,4600.0,3300.0,gujarat,valsad,0.717391304347826
Gujarat,VALSAD,Groundnut,2010,Kharif,200.0,400.0,gujarat,valsad,2.0
Gujarat,VALSAD,Jowar,2010,Kharif,100.0,100.0,gujarat,valsad,1.0
Gujarat,VALSAD,Moong(Green Gram),2010,Kharif,100.0,100.0,gujarat,valsad,1.0
Gujarat,VALSAD,Moth,2010,Kharif,100.0,100.0,gujarat,valsad,1.0
Gujarat,VALSAD,Other Kharif pulses,2010,Kharif,1100.0,600.0,gujarat,valsad,0.5454545454545454
Gujarat,VALSAD,other oilseeds,2010,Kharif,5800.0,2000.0,gujarat,valsad,0.3448275862068966
Gujarat,VALSAD,Ragi,2010,Kharif,9300.0,6700.0,gujarat,valsad,0.7204301075268817
Gujarat,VALSAD,Rice,2010,Kharif,58600.0,118200.0,gujarat,valsad,2.0170648464163823
Gujarat,VALSAD,Urad,2010,Kharif,5800.0,3100.0,gujarat,valsad,0.5344827586206896
Gujarat,VALSAD,Gram,2010,Rabi,700.0,1000.0,gujarat,valsad,1.4285714285714286
Gujarat,VALSAD,Jowar,2010,Rabi,100.0,100.0,gujarat,valsad,1.0
Gujarat,VALSAD,Other  Rabi pulses,2010,Rabi,5500.0,4000.0,gujarat,valsad,0.7272727272727273
Gujarat,VALSAD,Other Cereals & Millets,2010,Rabi,200.0,200.0,gujarat,valsad,1.0
Gujarat,VALSAD,Moong(Green Gram),2010,Summer,400.0,200.0,gujarat,valsad,0.5
Gujarat,VALSAD,Rice,2010,Summer,9500.0,28800.0,gujarat,valsad,3.031578947368421
Gujarat,VALSAD,Urad,2010,Summer,100.0,100.0,gujarat,valsad,1.0
Gujarat,VALSAD,Banana,2010,Whole Year,100.0,6200.0,gujarat,valsad,62.0
Gujarat,VALSAD,Dry chillies,2010,Whole Year,200.0,200.0,gujarat,valsad,1.0
Gujarat,VALSAD,Onion,2010,Whole Year,100.0,700.0,gujarat,valsad,7.0
Gujarat,VALSAD,Sugarcane,2010,Whole Year,8800.0,598000.0,gujarat,valsad,67.95454545454545
Haryana,AMBALA,Arhar/Tur,2010,Kharif,3.0,,haryana,ambala,
Haryana,AMBALA,Bajra,2010,Kharif,379.0,,haryana,ambala,
Haryana,AMBALA,Horse-gram,2010,Kharif,4.0,,haryana,ambala,
Haryana,AMBALA,Maize,2010,Kharif,1511.0,2000.0,haryana,ambala,1.3236267372600927
Haryana,AMBALA,Moong(Green Gram),2010,Kharif,4.0,,haryana,ambala,
Haryana,AMBALA,Rice,2010,Kharif,81869.0,282000.0,haryana,ambala,3.4445272325300174
Haryana,AMBALA,Soyabean,2010,Kharif,2.0,,haryana,ambala,
Haryana,AMBALA,Sunflower,2010,Kharif,414.0,700.0,haryana,ambala,1.6908212560386473
Haryana,AMBALA,Urad,2010,Kharif,659.0,200.0,haryana,ambala,0.30349013657056145
Haryana,AMBALA,Barley,2010,Rabi,5.0,,haryana,ambala,
Haryana,AMBALA,Gram,2010,Rabi,64.0,,haryana,ambala,
Haryana,AMBALA,Masoor,2010,Rabi,814.0,700.0,haryana,ambala,0.85995085995086
Haryana,AMBALA,Rapeseed &Mustard,2010,Rabi,1190.0,4000.0,haryana,ambala,3.361344537815126
Haryana,AMBALA,Wheat,2010,Rabi,86795.0,314000.0,haryana,ambala,3.617719914741633
Haryana,AMBALA,Dry chillies,2010,Whole Year,139.0,1100.0,haryana,ambala,7.913669064748201
Haryana,AMBALA,Garlic,2010,Whole Year,13.0,,haryana,ambala,
Haryana,AMBALA,Onion,2010,Whole Year,850.0,16800.0,haryana,ambala,19.764705882352942
Haryana,AMBALA,Potato,2010,Whole Year,1662.0,33400.0,haryana,ambala,20.09626955475331
Haryana,AMBALA,Sugarcane,2010,Whole Year,9608.0,67000.0,haryana,ambala,6.9733555370524565
Haryana,AMBALA,Turmeric,2010,Whole Year,6.0,,haryana,ambala,
Haryana,BHIWANI,Arhar/Tur,2010,Kharif,2684.0,2900.0,haryana,bhiwani,1.0804769001490313
Haryana,BHIWANI,Bajra,2010,Kharif,199982.0,326000.0,haryana,bhiwani,1.6301467132041885
Haryana,BHIWANI,Castor seed,2010,Kharif,27.0,,haryana,bhiwani,
Haryana,BHIWANI,Cotton(lint),2010,Kharif,34882.0,106000.0,haryana,bhiwani,3.0388165816180264
Haryana,BHIWANI,Groundnut,2010,Kharif,9.0,,haryana,bhiwani,
Haryana,BHIWANI,Maize,2010,Kharif,35.0,,haryana,bhiwani,
Haryana,BHIWANI,Moong(Green Gram),2010,Kharif,5211.0,2300.0,haryana,bhiwani,0.4413740165035502
Haryana,BHIWANI,Moth,2010,Kharif,3162.0,700.0,haryana,bhiwani,0.22137887413029728
Haryana,BHIWANI,Other Kharif pulses,2010,Kharif,830.0,,haryana,bhiwani,
Haryana,BHIWANI,Rice,2010,Kharif,21314.0,44000.0,haryana,bhiwani,2.0643708360701885
Haryana,BHIWANI,Sesamum,2010,Kharif,804.0,300.0,haryana,bhiwani,0.373134328358209
Haryana,BHIWANI,Barley,2010,Rabi,9859.0,32000.0,haryana,bhiwani,3.2457652905974235
Haryana,BHIWANI,Gram,2010,Rabi,67898.0,66000.0,haryana,bhiwani,0.9720463047512445
Haryana,BHIWANI,Masoor,2010,Rabi,9.0,,haryana,bhiwani,
Haryana,BHIWANI,Rapeseed &Mustard,2010,Rabi,137885.0,238000.0,haryana,bhiwani,1.726076077890996
Haryana,BHIWANI,Wheat,2010,Rabi,158991.0,710000.0,haryana,bhiwani,4.465661578328333
Haryana,BHIWANI,Sannhamp,2010,Whole Year,27.0,,haryana,bhiwani,
Haryana,BHIWANI,Sugarcane,2010,Whole Year,1047.0,9000.0,haryana,bhiwani,8.595988538681949
Haryana,FARIDABAD,Bajra,2010,Kharif,4384.0,5000.0,haryana,faridabad,1.1405109489051095
Haryana,FARIDABAD,Cotton(lint),2010,Kharif,8.0,,haryana,faridabad,
Haryana,FARIDABAD,Groundnut,2010,Kharif,1.0,,haryana,faridabad,
Haryana,FARIDABAD,Jowar,2010,Kharif,1930.0,1000.0,haryana,faridabad,0.5181347150259067
Haryana,FARIDABAD,Maize,2010,Kharif,3.0,,haryana,faridabad,
Haryana,FARIDABAD,Moong(Green Gram),2010,Kharif,283.0,200.0,haryana,faridabad,0.7067137809187279
Haryana,FARIDABAD,Other Kharif pulses,2010,Kharif,509.0,,haryana,faridabad,
Haryana,FARIDABAD,Rice,2010,Kharif,9550.0,18000.0,haryana,faridabad,1.8848167539267016
Haryana,FARIDABAD,Sesamum,2010,Kharif,169.0,100.0,haryana,faridabad,0.591715976331361
Haryana,FARIDABAD,Urad,2010,Kharif,4.0,,haryana,faridabad,
Haryana,FARIDABAD,Barley,2010,Rabi,337.0,,haryana,faridabad,
Haryana,FARIDABAD,Gram,2010,Rabi,2.0,,haryana,faridabad,
Haryana,FARIDABAD,Rapeseed &Mustard,2010,Rabi,935.0,2000.0,haryana,faridabad,2.1390374331550803
Haryana,FARIDABAD,Wheat,2010,Rabi,31683.0,145000.0,haryana,faridabad,4.576586813117444
Haryana,FARIDABAD,Sugarcane,2010,Whole Year,809.0,5000.0,haryana,faridabad,6.180469715698393
Haryana,FARIDABAD,Sweet potato,2010,Whole Year,4.0,,haryana,faridabad,
Haryana,FATEHABAD,Arhar/Tur,2010,Kharif,179.0,200.0,haryana,fatehabad,1.1173184357541899
Haryana,FATEHABAD,Bajra,2010,Kharif,7869.0,19000.0,haryana,fatehabad,2.4145380607446945
Haryana,FATEHABAD,Castor seed,2010,Kharif,104.0,,haryana,fatehabad,
Haryana,FATEHABAD,Cotton(lint),2010,Kharif,83976.0,308000.0,haryana,fatehabad,3.667714585119558
Haryana,FATEHABAD,Groundnut,2010,Kharif,768.0,800.0,haryana,fatehabad,1.0416666666666667
Haryana,FATEHABAD,Maize,2010,Kharif,6.0,,haryana,fatehabad,
Haryana,FATEHABAD,Moong(Green Gram),2010,Kharif,1128.0,600.0,haryana,fatehabad,0.5319148936170213
Haryana,FATEHABAD,Moth,2010,Kharif,79.0,,haryana,fatehabad,
Haryana,FATEHABAD,Rice,2010,Kharif,87580.0,348000.0,haryana,fatehabad,3.9735099337748343
Haryana,FATEHABAD,Sesamum,2010,Kharif,48.0,300.0,haryana,fatehabad,6.25
Haryana,FATEHABAD,Sunflower,2010,Kharif,1.0,,haryana,fatehabad,
Haryana,FATEHABAD,Barley,2010,Rabi,3619.0,15000.0,haryana,fatehabad,4.144791378833932
Haryana,FATEHABAD,Gram,2010,Rabi,691.0,1000.0,haryana,fatehabad,1.447178002894356
Haryana,FATEHABAD,Masoor,2010,Rabi,2.0,,haryana,fatehabad,
Haryana,FATEHABAD,Peas & beans (Pulses),2010,Rabi,78.0,100.0,haryana,fatehabad,1.2820512820512822
Haryana,FATEHABAD,Rapeseed &Mustard,2010,Rabi,10336.0,21000.0,haryana,fatehabad,2.031733746130031
Haryana,FATEHABAD,Wheat,2010,Rabi,186622.0,950000.0,haryana,fatehabad,5.090503799123361
Haryana,FATEHABAD,Dry chillies,2010,Whole Year,16.0,100.0,haryana,fatehabad,6.25
Haryana,FATEHABAD,Garlic,2010,Whole Year,163.0,200.0,haryana,fatehabad,1.2269938650306749
Haryana,FATEHABAD,Onion,2010,Whole Year,4.0,100.0,haryana,fatehabad,25.0
Haryana,FATEHABAD,Potato,2010,Whole Year,320.0,9400.0,haryana,fatehabad,29.375
Haryana,FATEHABAD,Sugarcane,2010,Whole Year,183.0,,haryana,fatehabad,
Haryana,GURGAON,Arhar/Tur,2010,Kharif,885.0,800.0,haryana,gurgaon,0.903954802259887
Haryana,GURGAON,Bajra,2010,Kharif,34026.0,65000.0,haryana,gurgaon,1.9103038852642098
Haryana,GURGAON,Cotton(lint),2010,Kharif,8.0,,haryana,gurgaon,
Haryana,GURGAON,Groundnut,2010,Kharif,20.0,,haryana,gurgaon,
Haryana,GURGAON,Jowar,2010,Kharif,733.0,1000.0,haryana,gurgaon,1.364256480218281
Haryana,GURGAON,Maize,2010,Kharif,2.0,,haryana,gurgaon,
Haryana,GURGAON,Moong(Green Gram),2010,Kharif,1.0,,haryana,gurgaon,
Haryana,GURGAON,Rice,2010,Kharif,5151.0,14000.0,haryana,gurgaon,2.7179188507086
Haryana,GURGAON,Sesamum,2010,Kharif,353.0,100.0,haryana,gurgaon,0.28328611898017
Haryana,GURGAON,Barley,2010,Rabi,1277.0,4000.0,haryana,gurgaon,3.1323414252153485
Haryana,GURGAON,Gram,2010,Rabi,3.0,,haryana,gurgaon,
Haryana,GURGAON,Masoor,2010,Rabi,1.0,,haryana,gurgaon,
Haryana,GURGAON,Peas & beans (Pulses),2010,Rabi,28.0,,haryana,gurgaon,
Haryana,GURGAON,Rapeseed &Mustard,2010,Rabi,12250.0,22000.0,haryana,gurgaon,1.7959183673469388
Haryana,GURGAON,Wheat,2010,Rabi,50833.0,240000.0,haryana,gurgaon,4.721342435032361
Haryana,GURGAON,Dry chillies,2010,Whole Year,2.0,,haryana,gurgaon,
Haryana,GURGAON,Onion,2010,Whole Year,3.0,100.0,haryana,gurgaon,33.333333333333336
Haryana,GURGAON,Potato,2010,Whole Year,3.0,100.0,haryana,gurgaon,33.333333333333336
Haryana,GURGAON,Sannhamp,2010,Whole Year,1.0,,haryana,gurgaon,
Haryana,GURGAON,Sugarcane,2010,Whole Year,42.0,,haryana,gurgaon,
Haryana,GURGAON,Sweet potato,2010,Whole Year,37.0,,haryana,gurgaon,
Haryana,HISAR,Arhar/Tur,2010,Kharif,361.0,400.0,haryana,hisar,1.10803324099723
Haryana,HISAR,Bajra,2010,Kharif,56801.0,127000.0,haryana,hisar,2.235876128941392
Haryana,HISAR,Castor seed,2010,Kharif,299.0,100.0,haryana,hisar,0.33444816053511706
Haryana,HISAR,Cotton(lint),2010,Kharif,124277.0,431000.0,haryana,hisar,3.4680592547293547
Haryana,HISAR,Groundnut,2010,Kharif,392.0,400.0,haryana,hisar,1.0204081632653061
Haryana,HISAR,Maize,2010,Kharif,59.0,,haryana,hisar,
Haryana,HISAR,Moong(Green Gram),2010,Kharif,15379.0,7100.0,haryana,hisar,0.4616685090057871
Haryana,HISAR,Moth,2010,Kharif,1150.0,300.0,haryana,hisar,0.2608695652173913
Haryana,HISAR,Other Kharif pulses,2010,Kharif,162.0,,haryana,hisar,
Haryana,HISAR,Rice,2010,Kharif,44733.0,113000.0,haryana,hisar,2.5260993002928487
Haryana,HISAR,Sesamum,2010,Kharif,305.0,200.0,haryana,hisar,0.6557377049180327
Haryana,HISAR,Urad,2010,Kharif,2.0,,haryana,hisar,
Haryana,HISAR,Barley,2010,Rabi,5675.0,22000.0,haryana,hisar,3.8766519823788546
Haryana,HISAR,Gram,2010,Rabi,19090.0,17000.0,haryana,hisar,0.8905185961236249
Haryana,HISAR,Masoor,2010,Rabi,8.0,,haryana,hisar,
Haryana,HISAR,Rapeseed &Mustard,2010,Rabi,70207.0,141000.0,haryana,hisar,2.0083467460509636
Haryana,HISAR,Wheat,2010,Rabi,221814.0,1026000.0,haryana,hisar,4.625497038058914
Haryana,HISAR,Dry chillies,2010,Whole Year,407.0,4500.0,haryana,hisar,11.056511056511056
Haryana,HISAR,Onion,2010,Whole Year,11.0,200.0,haryana,hisar,18.181818181818183
Haryana,HISAR,Potato,2010,Whole Year,151.0,2500.0,haryana,hisar,16.556291390728475
Haryana,HISAR,Sugarcane,2010,Whole Year,1120.0,7000.0,haryana,hisar,6.25
Haryana,JHAJJAR,Arhar/Tur,2010,Kharif,5138.0,5400.0,haryana,jhajjar,1.050992604126119
Haryana,JHAJJAR,Bajra,2010,Kharif,45629.0,78000.0,haryana,jhajjar,1.7094391724561135
Haryana,JHAJJAR,Cotton(lint),2010,Kharif,513.0,1000.0,haryana,jhajjar,1.949317738791423
Haryana,JHAJJAR,Groundnut,2010,Kharif,146.0,100.0,haryana,jhajjar,0.684931506849315
Haryana,JHAJJAR,Jowar,2010,Kharif,15364.0,8000.0,haryana,jhajjar,0.5206977349648529
Haryana,JHAJJAR,Maize,2010,Kharif,38.0,,haryana,jhajjar,
Haryana,JHAJJAR,Moong(Green Gram),2010,Kharif,65.0,,haryana,jhajjar,
Haryana,JHAJJAR,Rice,2010,Kharif,31014.0,62000.0,haryana,jhajjar,1.9990971819178436
Haryana,JHAJJAR,Sesamum,2010,Kharif,14.0,,haryana,jhajjar,
Haryana,JHAJJAR,Barley,2010,Rabi,2549.0,11000.0,haryana,jhajjar,4.315417810906237
Haryana,JHAJJAR,Gram,2010,Rabi,526.0,1000.0,haryana,jhajjar,1.9011406844106464
Haryana,JHAJJAR,Rapeseed &Mustard,2010,Rabi,27132.0,48000.0,haryana,jhajjar,1.7691287041132242
Haryana,JHAJJAR,Wheat,2010,Rabi,100978.0,455000.0,haryana,jhajjar,4.505931985184891
Haryana,JHAJJAR,Sannhamp,2010,Whole Year,16.0,,haryana,jhajjar,
Haryana,JHAJJAR,Sugarcane,2010,Whole Year,1973.0,14000.0,haryana,jhajjar,7.095793208312215
Haryana,JIND,Arhar/Tur,2010,Kharif,910.0,1000.0,haryana,jind,1.098901098901099
Haryana,JIND,Bajra,2010,Kharif,43201.0,89000.0,haryana,jind,2.0601374968172035
Haryana,JIND,Cotton(lint),2010,Kharif,47272.0,161000.0,haryana,jind,3.4058216280250466
Haryana,JIND,Jowar,2010,Kharif,45.0,,haryana,jind,
Haryana,JIND,Moong(Green Gram),2010,Kharif,15.0,,haryana,jind,
Haryana,JIND,Rice,2010,Kharif,113883.0,284000.0,haryana,jind,2.493787483645496
Haryana,JIND,Sesamum,2010,Kharif,102.0,,haryana,jind,
Haryana,JIND,Barley,2010,Rabi,612.0,3000.0,haryana,jind,4.901960784313726
Haryana,JIND,Gram,2010,Rabi,171.0,,haryana,jind,
Haryana,JIND,Masoor,2010,Rabi,20.0,,haryana,jind,
Haryana,JIND,Rapeseed &Mustard,2010,Rabi,4924.0,9000.0,haryana,jind,1.827782290820471
Haryana,JIND,Wheat,2010,Rabi,215854.0,982000.0,haryana,jind,4.549371334327833
Haryana,JIND,Coriander,2010,Whole Year,1.0,,haryana,jind,
Haryana,JIND,Dry chillies,2010,Whole Year,29.0,300.0,haryana,jind,10.344827586206897
Haryana,JIND,Garlic,2010,Whole Year,2.0,,haryana,jind,
Haryana,JIND,Onion,2010,Whole Year,13.0,300.0,haryana,jind,23.076923076923077
Haryana,JIND,Potato,2010,Whole Year,341.0,8800.0,haryana,jind,25.806451612903224
Haryana,JIND,Sannhamp,2010,Whole Year,2.0,,haryana,jind,
Haryana,JIND,Sugarcane,2010,Whole Year,2064.0,14000.0,haryana,jind,6.782945736434108
Haryana,KAITHAL,Arhar/Tur,2010,Kharif,1.0,,haryana,kaithal,
Haryana,KAITHAL,Bajra,2010,Kharif,9210.0,14000.0,haryana,kaithal,1.520086862106406
Haryana,KAITHAL,Cotton(lint),2010,Kharif,4276.0,14000.0,haryana,kaithal,3.2740879326473338
Haryana,KAITHAL,Jowar,2010,Kharif,23.0,,haryana,kaithal,
Haryana,KAITHAL,Maize,2010,Kharif,4.0,,haryana,kaithal,
Haryana,KAITHAL,Moong(Green Gram),2010,Kharif,14.0,,haryana,kaithal,
Haryana,KAITHAL,Rice,2010,Kharif,158671.0,436000.0,haryana,kaithal,2.7478241140473054
Haryana,KAITHAL,Sesamum,2010,Kharif,22.0,,haryana,kaithal,
Haryana,KAITHAL,Urad,2010,Kharif,7.0,,haryana,kaithal,
Haryana,KAITHAL,Barley,2010,Rabi,25.0,,haryana,kaithal,
Haryana,KAITHAL,Gram,2010,Rabi,130.0,,haryana,kaithal,
Haryana,KAITHAL,Masoor,2010,Rabi,107.0,200.0,haryana,kaithal,1.8691588785046729
Haryana,KAITHAL,Rapeseed &Mustard,2010,Rabi,717.0,2000.0,haryana,kaithal,2.789400278940028
Haryana,KAITHAL,Wheat,2010,Rabi,177464.0,835000.0,haryana,kaithal,4.70517964206825
Haryana,KAITHAL,Dry chillies,2010,Whole Year,8.0,100.0,haryana,kaithal,12.5
Haryana,KAITHAL,Garlic,2010,Whole Year,3.0,,haryana,kaithal,
Haryana,KAITHAL,Potato,2010,Whole Year,282.0,6100.0,haryana,kaithal,21.631205673758867
Haryana,KAITHAL,Sannhamp,2010,Whole Year,2.0,,haryana,kaithal,
Haryana,KAITHAL,Sugarcane,2010,Whole Year,1981.0,15000.0,haryana,kaithal,7.571933366986371
Haryana,KAITHAL,Turmeric,2010,Whole Year,1.0,,haryana,kaithal,
Haryana,KARNAL,Arhar/Tur,2010,Kharif,148.0,100.0,haryana,karnal,0.6756756756756757
Haryana,KARNAL,Bajra,2010,Kharif,408.0,,haryana,karnal,
Haryana,KARNAL,Cotton(lint),2010,Kharif,9.0,,haryana,karnal,
Haryana,KARNAL,Jowar,2010,Kharif,38.0,,haryana,karnal,
Haryana,KARNAL,Maize,2010,Kharif,252.0,,haryana,karnal,
Haryana,KARNAL,Moong(Green Gram),2010,Kharif,22.0,,haryana,karnal,
Haryana,KARNAL,Other Kharif pulses,2010,Kharif,93.0,,haryana,karnal,
Haryana,KARNAL,Rice,2010,Kharif,172698.0,461000.0,haryana,karnal,2.6693997614332536
Haryana,KARNAL,Sesamum,2010,Kharif,264.0,200.0,haryana,karnal,0.7575757575757576
Haryana,KARNAL,Sunflower,2010,Kharif,2.0,,haryana,karnal,
Haryana,KARNAL,Urad,2010,Kharif,392.0,200.0,haryana,karnal,0.5102040816326531
Haryana,KARNAL,Barley,2010,Rabi,31.0,,haryana,karnal,
Haryana,KARNAL,Gram,2010,Rabi,101.0,,haryana,karnal,
Haryana,KARNAL,Masoor,2010,Rabi,251.0,300.0,haryana,karnal,1.1952191235059761
Haryana,KARNAL,Peas & beans (Pulses),2010,Rabi,178.0,400.0,haryana,karnal,2.247191011235955
Haryana,KARNAL,Rapeseed &Mustard,2010,Rabi,834.0,2000.0,haryana,karnal,2.3980815347721824
Haryana,KARNAL,Wheat,2010,Rabi,170864.0,760000.0,haryana,karnal,4.447982020788463
Haryana,KARNAL,Coriander,2010,Whole Year,57.0,,haryana,karnal,
Haryana,KARNAL,Dry chillies,2010,Whole Year,172.0,1400.0,haryana,karnal,8.13953488372093
Haryana,KARNAL,Garlic,2010,Whole Year,466.0,500.0,haryana,karnal,1.0729613733905579
Haryana,KARNAL,Onion,2010,Whole Year,22.0,400.0,haryana,karnal,18.181818181818183
Haryana,KARNAL,Potato,2010,Whole Year,956.0,20300.0,haryana,karnal,21.234309623430963
Haryana,KARNAL,Sugarcane,2010,Whole Year,11587.0,91000.0,haryana,karnal,7.85362906705791
Haryana,KARNAL,Sweet potato,2010,Whole Year,8.0,,haryana,karnal,
Haryana,KURUKSHETRA,Arhar/Tur,2010,Kharif,6.0,,haryana,kurukshetra,
Haryana,KURUKSHETRA,Bajra,2010,Kharif,61.0,,haryana,kurukshetra,
Haryana,KURUKSHETRA,Maize,2010,Kharif,34.0,,haryana,kurukshetra,
Haryana,KURUKSHETRA,Rice,2010,Kharif,119783.0,383000.0,haryana,kurukshetra,3.1974487197682477
Haryana,KURUKSHETRA,Sunflower,2010,Kharif,3194.0,6100.0,haryana,kurukshetra,1.909830932999374
Haryana,KURUKSHETRA,Urad,2010,Kharif,89.0,200.0,haryana,kurukshetra,2.247191011235955
Haryana,KURUKSHETRA,Barley,2010,Rabi,1.0,,haryana,kurukshetra,
Haryana,KURUKSHETRA,Gram,2010,Rabi,53.0,,haryana,kurukshetra,
Haryana,KURUKSHETRA,Masoor,2010,Rabi,287.0,400.0,haryana,kurukshetra,1.3937282229965158
Haryana,KURUKSHETRA,Peas & beans (Pulses),2010,Rabi,286.0,300.0,haryana,kurukshetra,1.048951048951049
Haryana,KURUKSHETRA,Rapeseed &Mustard,2010,Rabi,1001.0,2000.0,haryana,kurukshetra,1.998001998001998
Haryana,KURUKSHETRA,Wheat,2010,Rabi,114241.0,510000.0,haryana,kurukshetra,4.464246636496529
Haryana,KURUKSHETRA,Coriander,2010,Whole Year,16.0,,haryana,kurukshetra,
Haryana,KURUKSHETRA,Dry chillies,2010,Whole Year,33.0,300.0,haryana,kurukshetra,9.090909090909092
Haryana,KURUKSHETRA,Garlic,2010,Whole Year,10.0,,haryana,kurukshetra,
Haryana,KURUKSHETRA,Onion,2010,Whole Year,1.0,,haryana,kurukshetra,
Haryana,KURUKSHETRA,Potato,2010,Whole Year,6754.0,154400.0,haryana,kurukshetra,22.86052709505478
Haryana,KURUKSHETRA,Sugarcane,2010,Whole Year,8451.0,63000.0,haryana,kurukshetra,7.454739084132055
Haryana,KURUKSHETRA,Turmeric,2010,Whole Year,3.0,,haryana,kurukshetra,
Haryana,MAHENDRAGARH,Arhar/Tur,2010,Kharif,176.0,200.0,haryana,mahendragarh,1.1363636363636365
Haryana,MAHENDRAGARH,Bajra,2010,Kharif,111683.0,200000.0,haryana,mahendragarh,1.7907828407188202
Haryana,MAHENDRAGARH,Castor seed,2010,Kharif,17.0,,haryana,mahendragarh,
Haryana,MAHENDRAGARH,Cotton(lint),2010,Kharif,566.0,4000.0,haryana,mahendragarh,7.067137809187279
Haryana,MAHENDRAGARH,Groundnut,2010,Kharif,82.0,100.0,haryana,mahendragarh,1.2195121951219512
Haryana,MAHENDRAGARH,Jowar,2010,Kharif,3.0,,haryana,mahendragarh,
Haryana,MAHENDRAGARH,Moong(Green Gram),2010,Kharif,236.0,100.0,haryana,mahendragarh,0.423728813559322
Haryana,MAHENDRAGARH,Moth,2010,Kharif,106.0,100.0,haryana,mahendragarh,0.9433962264150944
Haryana,MAHENDRAGARH,Other Kharif pulses,2010,Kharif,7.0,,haryana,mahendragarh,
Haryana,MAHENDRAGARH,Rice,2010,Kharif,25.0,,haryana,mahendragarh,
Haryana,MAHENDRAGARH,Sesamum,2010,Kharif,34.0,,haryana,mahendragarh,
Haryana,MAHENDRAGARH,Barley,2010,Rabi,847.0,3000.0,haryana,mahendragarh,3.541912632821724
Haryana,MAHENDRAGARH,Gram,2010,Rabi,11065.0,12000.0,haryana,mahendragarh,1.0845006778129236
Haryana,MAHENDRAGARH,Peas & beans (Pulses),2010,Rabi,519.0,300.0,haryana,mahendragarh,0.5780346820809249
Haryana,MAHENDRAGARH,Rapeseed &Mustard,2010,Rabi,89554.0,171000.0,haryana,mahendragarh,1.9094624472385378
Haryana,MAHENDRAGARH,Wheat,2010,Rabi,46017.0,213000.0,haryana,mahendragarh,4.6287241671556165
Haryana,MAHENDRAGARH,Dry chillies,2010,Whole Year,1.0,,haryana,mahendragarh,
Haryana,MAHENDRAGARH,Garlic,2010,Whole Year,12.0,,haryana,mahendragarh,
Haryana,MAHENDRAGARH,Onion,2010,Whole Year,6.0,100.0,haryana,mahendragarh,16.666666666666668
Haryana,MAHENDRAGARH,Potato,2010,Whole Year,2.0,,haryana,mahendragarh,
Haryana,MAHENDRAGARH,Sannhamp,2010,Whole Year,3.0,,haryana,mahendragarh,
